Airline,Source,Destination,Total_Stops,Price,Date,Month,Year,Dep_hours,Dep_min,Arrival_hours,Arrival_min,Duration_hours,Duration_min
Jet Airways,Kolkata,Banglore,1,12614,6,6,2022,20,0,18,15,20,15
SpiceJet,Mumbai,Hyderabad,0,4803,6,3,2022,5,45,7,5,1,20
IndiGo,Kolkata,Banglore,0,5588,18,5,2022,21,25,0,5,2,40
Jet Airways,Banglore,Delhi,0,8409,6,5,2022,8,20,11,20,4,0
Jet Airways,Banglore,Delhi,1,9110,21,3,2022,7,0,19,10,13,10
SpiceJet,Chennai,Kolkata,0,4488,18,3,2022,9,30,12,5,3,35
Multiple carriers,Delhi,Cochin,1,10470,6,6,2022,7,30,19,15,11,45
Vistara,Banglore,Delhi,0,5674,9,5,2022,17,0,19,35,1,35
IndiGo,Mumbai,Hyderabad,0,3203,3,5,2022,2,35,4,5,1,30
Vistara,Banglore,Delhi,0,5430,27,6,2022,7,0,9,40,2,40
Air Asia,Kolkata,Banglore,0,6067,12,5,2022,10,20,12,55,3,35
Jet Airways,Delhi,Cochin,3,12060,6,6,2022,5,30,4,25,20,55
IndiGo,Delhi,Cochin,2,9475,9,3,2022,6,40,21,20,13,40
Jet Airways,Delhi,Cochin,0,14240,27,3,2022,13,0,4,25,16,25
Jet Airways,Banglore,Delhi,2,10625,15,3,2022,8,0,15,15,6,15
Air India,Delhi,Cochin,2,12724,6,6,2022,13,15,9,25,19,10
Air India,Delhi,Cochin,2,13671,6,6,2022,10,55,7,40,20,45
SpiceJet,Kolkata,Banglore,1,4855,24,4,2022,17,10,19,40,2,30
Jet Airways,Kolkata,Banglore,0,12614,21,5,2022,20,0,19,50,20,50
Jet Airways,Delhi,Cochin,2,17116,3,6,2022,16,0,19,0,20,0
Jet Airways,Kolkata,Banglore,1,11514,12,6,2022,6,30,12,0,5,30
IndiGo,Delhi,Cochin,0,17298,3,3,2022,9,10,21,0,12,50
IndiGo,Chennai,Kolkata,0,8485,6,3,2022,13,20,15,35,2,15
Air India,Delhi,Cochin,3,15663,6,6,2022,18,45,19,15,20,30
SpiceJet,Chennai,Kolkata,0,4121,21,5,2022,17,45,20,5,2,20
Multiple carriers,Delhi,Cochin,1,8373,27,6,2022,19,0,1,30,7,30
Jet Airways,Delhi,Cochin,0,11937,1,6,2022,8,0,4,25,19,25
IndiGo,Kolkata,Banglore,1,4825,15,3,2022,15,20,17,55,1,35
Jet Airways,Banglore,Delhi,1,9324,27,6,2022,15,15,18,10,3,55
Jet Airways,Delhi,Cochin,1,11937,9,6,2022,22,50,4,25,6,35
SpiceJet,Kolkata,Banglore,1,4468,15,6,2022,14,55,17,25,3,30
Jet Airways,Banglore,Delhi,1,13385,12,3,2022,9,45,0,30,13,45
Jet Airways,Kolkata,Banglore,2,17193,1,5,2022,8,25,20,45,11,20
Jet Airways,Delhi,Cochin,2,18703,27,5,2022,17,30,19,0,20,30
Jet Airways,Delhi,Cochin,1,15003,27,5,2022,22,50,4,25,5,35
Multiple carriers,Delhi,Cochin,0,17859,6,3,2022,7,30,19,15,10,45
IndiGo,Banglore,Delhi,0,8495,24,3,2022,18,25,21,20,1,55
SpiceJet,Kolkata,Banglore,2,7208,24,3,2022,15,5,20,45,5,40
Air India,Kolkata,Banglore,2,10464,9,6,2022,9,10,13,15,5,5
IndiGo,Delhi,Cochin,1,7593,21,3,2022,14,20,22,20,7,0
GoAir,Banglore,Delhi,0,4931,9,4,2022,20,55,23,40,2,45
IndiGo,Kolkata,Banglore,0,4825,12,3,2022,20,25,23,5,3,40
SpiceJet,Banglore,Delhi,1,4619,24,5,2022,21,10,0,5,3,55
Air Asia,Kolkata,Banglore,1,6039,6,5,2022,7,35,23,30,15,55
Jet Airways,Delhi,Cochin,2,11031,9,4,2022,13,25,12,35,20,10
Jet Airways,Delhi,Cochin,1,21873,3,6,2022,11,40,19,0,8,20
Air India,Delhi,Cochin,0,6050,18,6,2022,5,10,8,0,1,50
Jet Airways,Delhi,Cochin,1,18703,27,5,2022,11,30,19,0,6,30
Jet Airways,Banglore,Delhi,0,8409,15,6,2022,19,50,22,50,3,0
Multiple carriers,Delhi,Cochin,0,7904,27,5,2022,17,45,1,30,8,45
Jet Airways,Kolkata,Banglore,2,12741,9,5,2022,9,35,10,55,20,20
Multiple carriers,Delhi,Cochin,3,18571,24,6,2022,15,5,1,30,10,25
Air India,Delhi,Cochin,1,11595,9,4,2022,12,55,19,15,20,20
IndiGo,Kolkata,Banglore,0,5588,6,6,2022,22,15,0,50,2,35
Jet Airways,Delhi,Cochin,1,18703,27,5,2022,10,0,19,0,10,0
Jet Airways,Delhi,Cochin,3,13385,12,6,2022,21,25,12,35,14,10
Air India,Kolkata,Banglore,1,13426,9,6,2022,9,25,13,45,20,20
Jet Airways,Banglore,Delhi,0,8409,24,4,2022,17,45,20,45,4,0
Jet Airways,Banglore,Delhi,0,5285,27,4,2022,6,0,8,45,3,45
IndiGo,Delhi,Cochin,2,7556,15,5,2022,5,10,10,5,3,55
IndiGo,Kolkata,Banglore,0,5588,15,6,2022,21,25,0,5,2,40
Air India,Banglore,Delhi,1,15632,1,3,2022,11,5,9,15,20,10
Jet Airways,Delhi,Cochin,1,7607,27,3,2022,18,15,4,25,9,10
IndiGo,Banglore,Delhi,0,5340,1,6,2022,23,30,2,20,3,50
IndiGo,Banglore,Delhi,0,5161,18,3,2022,16,15,20,35,5,20
Air Asia,Delhi,Cochin,2,7155,21,3,2022,20,10,7,10,11,0
Jet Airways,Banglore,Delhi,0,9019,21,6,2022,17,45,20,45,4,0
Jet Airways,Delhi,Cochin,1,11937,24,6,2022,14,0,12,35,20,35
Jet Airways,Banglore,Delhi,0,9324,9,6,2022,18,55,22,0,3,5
SpiceJet,Kolkata,Banglore,0,5561,24,3,2022,6,55,9,35,2,40
Vistara,Banglore,Delhi,0,5430,27,6,2022,11,30,14,20,2,50
Air India,Banglore,Delhi,0,16976,6,3,2022,11,50,8,55,20,5
Jet Airways,Kolkata,Banglore,2,16554,24,3,2022,16,55,4,45,11,50
Air India,Delhi,Cochin,1,9800,15,5,2022,5,15,6,50,20,35
Multiple carriers,Delhi,Cochin,2,11220,12,6,2022,7,5,22,30,16,25
IndiGo,Chennai,Kolkata,0,8485,3,3,2022,14,40,17,5,3,25
Air Asia,Kolkata,Banglore,0,6004,9,4,2022,6,50,10,30,3,40
IndiGo,Banglore,Delhi,1,7979,9,3,2022,18,25,21,20,3,55
Vistara,Delhi,Cochin,0,7230,15,4,2022,6,0,9,10,4,10
Air Asia,Kolkata,Banglore,1,6039,24,5,2022,7,35,19,25,11,50
IndiGo,Banglore,Delhi,0,5610,9,4,2022,20,0,22,50,1,50
SpiceJet,Banglore,Delhi,0,4558,3,4,2022,9,30,12,20,1,50
IndiGo,Mumbai,Hyderabad,1,3203,3,6,2022,19,5,20,35,2,30
Multiple carriers,Delhi,Cochin,0,10835,9,5,2022,7,30,19,0,12,30
Multiple carriers,Delhi,Cochin,1,13571,27,3,2022,10,0,18,50,8,50
Jet Airways,Kolkata,Banglore,0,7240,12,6,2022,8,25,4,40,20,15
Air India,Kolkata,Banglore,3,15528,24,3,2022,9,25,5,35,20,10
Jet Airways,Banglore,Delhi,1,12896,18,3,2022,16,55,9,0,15,5
Multiple carriers,Delhi,Cochin,2,18150,6,3,2022,13,0,1,35,11,35
Jet Airways,Delhi,Cochin,2,17598,9,5,2022,19,30,12,35,18,5
IndiGo,Banglore,Delhi,0,5610,9,4,2022,16,55,19,55,2,0
Vistara,Kolkata,Banglore,1,9831,1,5,2022,7,10,22,40,16,30
Multiple carriers,Delhi,Cochin,0,14568,6,6,2022,7,30,19,0,10,30
SpiceJet,Chennai,Kolkata,1,3936,27,3,2022,17,45,20,5,2,20
Jet Airways,Delhi,Cochin,0,11937,1,6,2022,19,15,19,0,20,45
SpiceJet,Mumbai,Hyderabad,0,2285,18,6,2022,13,15,14,45,1,30
IndiGo,Kolkata,Banglore,0,5588,18,5,2022,22,15,0,50,1,35
Jet Airways,Delhi,Cochin,2,18703,27,5,2022,18,15,19,0,20,45
Jet Airways,Delhi,Cochin,1,15461,1,6,2022,21,25,19,0,20,35
Air Asia,Delhi,Cochin,0,7853,9,5,2022,7,55,13,25,4,30
Air India,Delhi,Cochin,0,10084,15,5,2022,7,0,19,15,12,15
IndiGo,Delhi,Cochin,2,17298,3,3,2022,17,30,1,35,9,5
Jet Airways,Delhi,Cochin,1,15003,21,5,2022,14,0,19,0,4,0
SpiceJet,Banglore,Delhi,0,4558,6,6,2022,9,30,12,20,2,50
Multiple carriers,Delhi,Cochin,0,43020,1,3,2022,12,50,19,15,6,25
IndiGo,Chennai,Kolkata,0,4184,3,6,2022,19,35,21,55,1,20
Air India,Banglore,Delhi,0,12494,9,3,2022,17,0,19,45,3,45
Air India,Kolkata,Banglore,1,13298,6,6,2022,16,50,5,35,11,45
Jet Airways,Banglore,Delhi,1,12896,12,3,2022,18,55,10,45,16,50
Jet Airways,Delhi,Cochin,3,15461,3,6,2022,9,35,12,35,20,0
Air India,Delhi,Cochin,3,12205,15,6,2022,5,15,7,40,20,25
GoAir,Banglore,Delhi,0,8876,9,3,2022,7,45,10,40,1,55
Air India,Delhi,Cochin,1,15565,6,6,2022,6,50,7,40,20,50
Jet Airways,Kolkata,Banglore,2,15972,6,6,2022,20,0,4,40,7,40
Air India,Delhi,Cochin,1,13855,21,5,2022,5,55,7,40,20,45
IndiGo,Banglore,Delhi,1,5340,18,4,2022,23,30,2,20,1,50
Multiple carriers,Delhi,Cochin,2,17271,3,6,2022,13,0,19,15,7,15
Multiple carriers,Delhi,Cochin,1,9615,12,6,2022,8,45,19,15,11,30
Air India,Delhi,Cochin,2,14414,18,5,2022,17,15,19,15,20,0
Jet Airways,Kolkata,Banglore,2,15173,12,6,2022,18,55,12,0,17,5
Jet Airways,Delhi,Cochin,1,15003,21,5,2022,7,5,4,25,20,20
Jet Airways,Delhi,Cochin,1,14240,21,3,2022,22,50,4,25,6,35
IndiGo,Banglore,Delhi,0,4586,18,5,2022,10,10,13,0,2,50
Vistara,Kolkata,Banglore,2,12917,24,3,2022,20,20,22,10,20,50
Jet Airways,Kolkata,Banglore,1,16736,12,5,2022,21,10,9,20,12,10
Jet Airways,Delhi,Cochin,3,15138,18,5,2022,19,30,12,35,16,5
Multiple carriers,Delhi,Cochin,0,17926,6,3,2022,10,20,18,50,9,30
Jet Airways,Delhi,Cochin,0,18948,9,3,2022,19,45,18,50,20,5
IndiGo,Delhi,Cochin,0,7493,15,5,2022,6,50,16,10,9,20
Jet Airways,Kolkata,Banglore,0,12614,18,5,2022,8,25,16,20,6,55
Jet Airways,Mumbai,Hyderabad,0,6604,18,5,2022,10,20,11,50,1,30
IndiGo,Banglore,Delhi,1,8033,12,4,2022,23,30,2,20,2,50
SpiceJet,Chennai,Kolkata,1,4121,21,5,2022,9,45,12,0,2,15
Jet Airways,Delhi,Cochin,2,17116,6,6,2022,9,0,19,0,10,0
Vistara Premium economy,Banglore,Delhi,0,13718,3,3,2022,16,0,18,35,3,35
Multiple carriers,Delhi,Cochin,0,16661,15,5,2022,11,30,19,15,8,45
SpiceJet,Banglore,Delhi,0,4619,9,4,2022,21,10,0,5,2,55
Vistara,Kolkata,Banglore,1,9831,6,5,2022,20,20,22,40,20,20
Vistara,Banglore,Delhi,0,6285,12,4,2022,7,0,9,40,1,40
Multiple carriers,Delhi,Cochin,2,15967,9,5,2022,10,0,21,0,11,0
Air India,Kolkata,Banglore,1,14702,1,4,2022,10,0,5,25,18,25
Jet Airways,Banglore,Delhi,0,6046,18,4,2022,15,15,18,10,1,55
Vistara,Banglore,Delhi,0,5674,1,6,2022,19,30,22,15,3,45
Jet Airways,Delhi,Cochin,1,14392,18,5,2022,19,45,19,0,20,15
Multiple carriers,Delhi,Cochin,0,9948,3,3,2022,7,10,16,10,10,0
Vistara,Delhi,Cochin,1,7841,21,4,2022,14,40,17,50,4,10
Multiple carriers,Delhi,Cochin,0,7539,9,4,2022,12,50,19,15,5,25
Multiple carriers,Delhi,Cochin,2,8554,6,6,2022,10,35,19,15,8,40
Air India,Banglore,Delhi,0,6081,21,4,2022,21,5,23,55,3,50
Jet Airways,Kolkata,Banglore,2,12614,12,5,2022,8,25,20,45,12,20
IndiGo,Delhi,Cochin,0,7383,18,5,2022,6,50,12,10,6,20
Air India,Banglore,Delhi,0,5831,15,3,2022,8,15,12,15,5,0
Jet Airways,Kolkata,Banglore,2,11240,9,6,2022,18,55,4,40,9,45
IndiGo,Banglore,Delhi,0,5610,6,4,2022,18,25,21,20,2,55
Air India,Delhi,Cochin,2,15565,24,6,2022,16,55,19,15,20,20
SpiceJet,Chennai,Kolkata,0,4121,1,6,2022,9,45,12,0,3,15
Jet Airways,Kolkata,Banglore,1,11240,15,5,2022,18,55,4,40,10,45
Jet Airways,Kolkata,Banglore,0,8217,1,4,2022,18,55,19,50,20,55
Jet Airways,Delhi,Cochin,0,11937,9,6,2022,7,5,19,0,11,55
Air India,Delhi,Cochin,1,15137,1,6,2022,10,55,19,15,8,20
Jet Airways,Delhi,Cochin,1,17843,27,6,2022,19,10,12,35,16,25
GoAir,Banglore,Delhi,0,5742,18,4,2022,11,40,14,30,1,50
IndiGo,Delhi,Cochin,1,7931,6,6,2022,5,5,12,10,8,5
Air India,Delhi,Cochin,1,12145,18,5,2022,22,0,19,15,20,15
Jet Airways,Delhi,Cochin,2,6022,3,4,2022,14,0,19,0,6,0
IndiGo,Chennai,Kolkata,1,4487,27,6,2022,11,35,14,0,1,25
IndiGo,Kolkata,Banglore,0,7600,18,5,2022,21,0,2,15,5,15
Multiple carriers,Delhi,Cochin,1,7904,15,6,2022,10,20,1,30,15,10
Multiple carriers,Delhi,Cochin,2,11325,3,6,2022,7,30,19,15,11,45
Jet Airways,Banglore,Delhi,1,8409,1,5,2022,19,50,22,50,3,0
SpiceJet,Delhi,Cochin,2,5766,24,4,2022,17,55,22,50,5,55
IndiGo,Banglore,Delhi,0,8896,9,3,2022,6,0,8,45,3,45
SpiceJet,Kolkata,Banglore,1,4505,15,6,2022,14,55,17,25,1,30
Jet Airways,Kolkata,Banglore,2,16736,12,5,2022,18,55,4,40,10,45
IndiGo,Kolkata,Banglore,0,6535,6,3,2022,17,15,19,55,3,40
Multiple carriers,Delhi,Cochin,2,8617,9,6,2022,19,0,1,30,7,30
Air Asia,Delhi,Cochin,2,16022,3,3,2022,16,45,22,15,5,30
Vistara,Banglore,Delhi,0,5430,3,5,2022,7,0,9,40,1,40
Jet Airways,Delhi,Cochin,1,15217,21,3,2022,18,20,4,25,20,5
Air India,Delhi,Cochin,2,10084,3,6,2022,3,50,19,15,14,25
IndiGo,Delhi,Cochin,1,7347,24,6,2022,16,0,1,30,8,30
Jet Airways,Delhi,Cochin,2,14637,6,3,2022,22,20,4,25,6,5
Vistara,Banglore,Delhi,0,9216,9,3,2022,16,10,18,50,2,40
GoAir,Delhi,Cochin,2,8582,3,3,2022,7,0,12,50,6,50
Vistara,Banglore,Delhi,1,5674,3,6,2022,19,30,22,15,3,45
Jet Airways,Kolkata,Banglore,2,12614,18,5,2022,16,30,19,50,20,20
Jet Airways,Banglore,Delhi,0,8409,3,4,2022,8,20,11,20,4,0
SpiceJet,Delhi,Cochin,1,7324,21,5,2022,6,5,11,20,5,15
Jet Airways,Kolkata,Banglore,1,9921,12,6,2022,20,0,12,0,17,0
Multiple carriers,Delhi,Cochin,0,15967,18,5,2022,14,0,21,0,7,0
SpiceJet,Kolkata,Banglore,2,7727,24,5,2022,8,35,17,15,8,40
Multiple carriers,Delhi,Cochin,0,11861,9,5,2022,10,0,19,0,10,0
SpiceJet,Kolkata,Banglore,1,5712,21,4,2022,22,20,0,40,2,20
IndiGo,Chennai,Kolkata,0,7540,6,3,2022,5,15,7,35,2,20
Jet Airways,Banglore,Delhi,2,31279,1,3,2022,8,55,15,15,5,20
IndiGo,Kolkata,Banglore,2,4323,18,5,2022,19,20,23,45,4,25
IndiGo,Chennai,Kolkata,0,4184,1,6,2022,13,15,15,35,3,20
Air India,Banglore,Delhi,1,12616,18,3,2022,11,5,22,10,12,5
Air India,Banglore,Delhi,2,16365,1,3,2022,5,50,22,45,15,55
Jet Airways,Delhi,Cochin,2,6022,1,4,2022,22,50,12,35,12,45
Air India,Delhi,Cochin,1,17031,6,3,2022,5,55,7,40,20,45
IndiGo,Delhi,Cochin,0,7493,6,6,2022,8,35,22,30,13,55
Air India,Delhi,Cochin,2,6635,21,3,2022,17,45,23,0,5,15
Jet Airways,Kolkata,Banglore,2,11240,6,5,2022,14,5,9,20,20,15
Jet Airways,Delhi,Cochin,2,17116,6,6,2022,20,55,4,25,7,30
Jet Airways,Delhi,Cochin,2,6288,1,4,2022,10,0,19,0,8,0
Vistara,Kolkata,Banglore,2,10015,15,5,2022,20,20,20,20,20,0
Jet Airways,Delhi,Cochin,1,16561,12,6,2022,18,25,12,35,19,10
IndiGo,Banglore,Delhi,0,5610,9,6,2022,7,10,10,5,1,55
IndiGo,Mumbai,Hyderabad,0,2590,27,3,2022,20,5,21,35,2,30
Jet Airways,Delhi,Cochin,0,14392,18,5,2022,7,5,4,25,20,20
Air India,Delhi,Cochin,2,9738,6,6,2022,13,0,19,15,6,15
Jet Airways,Delhi,Cochin,2,19803,3,3,2022,13,55,4,25,13,30
Air India,Mumbai,Hyderabad,0,3606,27,5,2022,21,5,22,25,1,20
Jet Airways,Delhi,Cochin,1,16347,9,3,2022,6,50,19,45,13,55
IndiGo,Chennai,Kolkata,0,4117,9,5,2022,5,15,7,40,1,25
Vistara,Kolkata,Banglore,1,10870,21,5,2022,20,20,18,50,20,30
Jet Airways,Delhi,Cochin,2,12060,1,6,2022,5,30,4,25,20,55
Jet Airways,Banglore,Delhi,2,31279,1,3,2022,7,0,12,25,4,25
SpiceJet,Mumbai,Hyderabad,0,6694,9,3,2022,8,50,10,15,1,25
Jet Airways,Banglore,Delhi,2,9110,21,3,2022,8,55,16,10,6,15
Jet Airways,Kolkata,Banglore,1,16736,6,5,2022,8,25,20,45,12,20
Air India,Delhi,Cochin,3,10281,27,6,2022,13,15,9,25,20,10
Air India,Delhi,Cochin,3,25703,3,3,2022,22,0,19,15,20,15
Vistara,Chennai,Kolkata,1,4288,27,5,2022,7,5,9,20,3,15
Multiple carriers,Delhi,Cochin,0,11198,15,5,2022,8,30,19,0,10,30
Multiple carriers,Delhi,Cochin,0,15752,21,3,2022,11,30,1,35,13,5
IndiGo,Banglore,Delhi,1,5145,27,4,2022,4,0,6,50,2,50
IndiGo,Delhi,Cochin,2,10351,3,3,2022,4,55,21,20,17,25
SpiceJet,Delhi,Cochin,1,6494,21,4,2022,6,5,11,20,5,15
Air Asia,Delhi,Cochin,1,7854,27,5,2022,16,45,6,35,12,50
SpiceJet,Chennai,Kolkata,1,4121,21,5,2022,8,20,10,35,3,15
Jet Airways,Banglore,Delhi,1,9110,21,3,2022,8,0,15,15,7,15
Air India,Kolkata,Banglore,2,12785,1,5,2022,5,50,8,55,20,5
Jet Airways,Delhi,Cochin,0,15003,27,5,2022,9,0,12,35,20,35
Jet Airways,Delhi,Cochin,2,15003,27,5,2022,14,0,19,0,4,0
GoAir,Banglore,Delhi,1,3952,24,5,2022,11,40,14,30,2,50
Air India,Delhi,Cochin,1,6050,24,4,2022,5,10,8,0,1,50
Air India,Kolkata,Banglore,2,16137,6,5,2022,10,0,1,20,14,20
Air India,Delhi,Cochin,0,8589,15,6,2022,17,40,23,0,4,20
Jet Airways,Delhi,Cochin,2,11937,6,6,2022,18,15,4,25,10,10
Jet Airways,Kolkata,Banglore,0,11668,24,3,2022,8,25,12,0,20,35
Jet Airways,Kolkata,Banglore,2,14405,6,5,2022,9,35,19,10,8,35
Jet Airways,Kolkata,Banglore,1,9023,9,5,2022,14,5,18,15,20,10
Jet Airways,Banglore,Delhi,0,20078,6,3,2022,21,25,11,25,15,0
SpiceJet,Chennai,Kolkata,0,8489,1,3,2022,9,30,12,5,1,35
Jet Airways,Banglore,Delhi,0,8409,6,4,2022,15,15,18,10,1,55
IndiGo,Kolkata,Banglore,1,4855,1,4,2022,4,40,7,15,1,35
IndiGo,Kolkata,Banglore,0,6629,18,5,2022,17,35,22,15,5,40
Air India,Kolkata,Banglore,0,5676,24,4,2022,14,15,16,45,2,30
Air India,Delhi,Cochin,1,17779,6,3,2022,8,0,19,15,10,15
Jet Airways,Kolkata,Banglore,0,16005,24,3,2022,8,25,16,20,7,55
Vistara,Kolkata,Banglore,1,18718,24,3,2022,9,55,18,45,7,50
IndiGo,Mumbai,Hyderabad,0,5108,9,3,2022,6,20,7,45,1,25
Jet Airways,Delhi,Cochin,1,11937,24,6,2022,20,55,12,35,15,40
SpiceJet,Kolkata,Banglore,1,4468,12,6,2022,6,55,9,30,1,35
GoAir,Banglore,Delhi,0,5872,1,6,2022,7,45,10,40,3,55
Air India,Kolkata,Banglore,2,12907,21,5,2022,7,0,20,25,13,25
IndiGo,Delhi,Cochin,2,5901,24,4,2022,7,35,12,10,3,35
Jet Airways,Delhi,Cochin,0,23064,3,3,2022,9,55,4,25,17,30
Vistara,Chennai,Kolkata,0,4349,21,3,2022,7,5,9,20,3,15
Air India,Delhi,Cochin,2,12328,9,3,2022,5,0,19,15,20,15
Jet Airways,Banglore,Delhi,1,8409,15,6,2022,18,55,22,0,2,5
Vistara,Kolkata,Banglore,0,10015,1,4,2022,17,0,18,50,20,50
Vistara,Delhi,Cochin,0,7230,9,5,2022,14,40,17,50,2,10
Air India,Banglore,Delhi,0,8097,9,6,2022,13,20,16,10,1,50
Jet Airways,Kolkata,Banglore,0,12450,6,5,2022,9,35,21,5,11,30
Jet Airways,Kolkata,Banglore,0,16461,15,5,2022,17,0,23,35,6,35
Jet Airways,Kolkata,Banglore,1,9987,9,5,2022,6,30,10,5,20,35
IndiGo,Kolkata,Banglore,0,5220,12,4,2022,20,20,22,55,3,35
Multiple carriers,Delhi,Cochin,1,8617,15,6,2022,18,0,1,30,7,30
Jet Airways,Delhi,Cochin,1,6331,18,4,2022,11,0,14,15,3,15
Jet Airways,Kolkata,Banglore,2,12259,12,6,2022,9,35,19,10,8,35
Multiple carriers,Delhi,Cochin,0,8983,1,6,2022,13,0,1,30,11,30
Multiple carriers,Delhi,Cochin,0,17926,6,3,2022,7,30,18,50,11,20
Jet Airways,Banglore,Delhi,0,8409,21,5,2022,7,10,10,10,2,0
IndiGo,Kolkata,Banglore,0,5588,21,6,2022,20,20,22,55,3,35
Jet Airways,Mumbai,Hyderabad,1,4711,3,3,2022,2,55,4,25,1,30
Jet Airways,Kolkata,Banglore,2,16461,18,5,2022,17,0,19,10,20,10
SpiceJet,Delhi,Cochin,0,5766,6,4,2022,17,55,22,50,3,55
Air India,Banglore,Delhi,0,8830,3,3,2022,21,10,23,55,1,45
Jet Airways,Kolkata,Banglore,0,12951,24,3,2022,13,55,22,35,8,40
IndiGo,Delhi,Cochin,0,7677,27,5,2022,5,5,12,10,6,5
Air India,Banglore,Delhi,0,5776,9,3,2022,21,10,23,55,3,45
Air India,Delhi,Cochin,2,18008,1,6,2022,6,50,7,40,20,50
SpiceJet,Kolkata,Banglore,1,6415,1,3,2022,22,20,0,40,1,20
Jet Airways,Delhi,Cochin,2,17116,15,6,2022,8,0,19,0,10,0
GoAir,Delhi,Cochin,1,5768,15,6,2022,10,35,19,35,8,0
Jet Airways,Banglore,Delhi,1,8409,21,4,2022,11,10,14,5,2,55
Air India,Delhi,Cochin,1,7088,15,5,2022,18,5,21,10,2,5
Air Asia,Kolkata,Banglore,0,5128,24,4,2022,10,20,12,55,2,35
Multiple carriers,Delhi,Cochin,0,11392,18,5,2022,6,0,19,0,12,0
Jet Airways,Mumbai,Hyderabad,0,6604,3,4,2022,2,55,4,20,1,25
IndiGo,Delhi,Cochin,1,7493,15,6,2022,8,35,16,10,8,35
Vistara,Banglore,Delhi,0,5674,18,5,2022,7,0,9,40,2,40
Jet Airways,Kolkata,Banglore,2,14477,24,3,2022,21,10,10,5,13,55
Jet Airways,Delhi,Cochin,1,19430,9,5,2022,23,5,4,25,20,20
Jet Airways,Banglore,Delhi,0,10625,15,3,2022,5,45,10,45,6,0
Jet Airways,Kolkata,Banglore,2,9987,15,5,2022,20,0,4,40,7,40
Jet Airways,Banglore,Delhi,0,8409,1,6,2022,7,10,10,10,3,0
Jet Airways,Banglore,Delhi,0,7146,21,4,2022,7,10,10,10,3,0
Air India,Banglore,Delhi,0,8097,18,5,2022,10,0,12,45,2,45
Jet Airways,Kolkata,Banglore,1,12614,9,5,2022,16,30,4,40,12,10
IndiGo,Chennai,Kolkata,0,4184,21,5,2022,19,35,21,55,2,20
SpiceJet,Banglore,Delhi,2,8304,21,3,2022,10,20,18,15,6,55
Air India,Mumbai,Hyderabad,3,29242,6,3,2022,9,40,15,15,20,35
Jet Airways,Delhi,Cochin,3,12060,1,6,2022,9,40,12,35,20,55
Air India,Delhi,Cochin,0,5952,6,4,2022,20,40,9,25,11,45
Multiple carriers,Delhi,Cochin,0,10714,18,5,2022,11,40,19,15,7,35
SpiceJet,Kolkata,Banglore,0,4855,15,4,2022,17,10,19,40,2,30
Multiple carriers,Delhi,Cochin,1,12546,27,5,2022,7,30,19,15,12,45
Jet Airways,Banglore,Delhi,0,10625,15,3,2022,8,0,7,40,20,40
Jet Airways,Delhi,Cochin,2,15559,1,6,2022,14,35,4,25,13,50
Air India,Banglore,Delhi,2,8090,21,3,2022,22,0,10,50,13,50
Jet Airways,Kolkata,Banglore,2,12614,9,5,2022,8,25,18,15,9,50
Air Asia,Kolkata,Banglore,1,4428,1,4,2022,19,55,22,25,3,30
Jet Airways,Kolkata,Banglore,1,11240,1,5,2022,14,5,12,0,20,55
Jet Airways,Delhi,Cochin,0,14392,9,5,2022,2,15,4,25,20,10
SpiceJet,Banglore,Delhi,0,5805,1,5,2022,21,10,0,5,2,55
Air India,Delhi,Cochin,1,7846,21,3,2022,23,0,19,15,20,15
Jet Airways,Delhi,Cochin,0,11937,15,6,2022,22,50,19,0,19,10
Jet Airways,Delhi,Cochin,2,7607,27,3,2022,17,30,4,25,11,55
SpiceJet,Kolkata,Banglore,0,4505,6,4,2022,17,10,19,40,2,30
Jet Airways,Delhi,Cochin,0,18093,9,5,2022,21,50,19,0,20,10
IndiGo,Kolkata,Banglore,0,5588,27,5,2022,20,20,22,55,3,35
Jet Airways,Delhi,Cochin,0,8652,27,3,2022,23,5,19,45,19,40
Air Asia,Banglore,Delhi,1,7190,3,5,2022,4,55,7,45,3,50
Multiple carriers,Delhi,Cochin,0,10962,1,5,2022,19,0,1,30,7,30
Air India,Banglore,Delhi,2,14802,12,3,2022,17,25,23,25,20,0
Air India,Banglore,Delhi,1,7032,15,3,2022,8,15,21,25,13,10
SpiceJet,Banglore,Delhi,0,4619,15,6,2022,21,10,0,5,3,55
Jet Airways,Kolkata,Banglore,0,14763,6,6,2022,20,25,14,25,19,0
IndiGo,Delhi,Cochin,2,8667,6,3,2022,14,20,22,20,9,0
Jet Airways,Banglore,Delhi,2,16072,12,3,2022,22,55,7,40,8,45
Jet Airways,Kolkata,Banglore,2,12450,6,5,2022,9,35,22,5,11,30
Jet Airways,Banglore,Delhi,0,16072,12,3,2022,21,25,10,45,13,20
Jet Airways,Banglore,Delhi,0,31651,15,3,2022,22,55,5,5,5,10
Jet Airways,Kolkata,Banglore,1,16216,18,5,2022,21,10,4,40,8,30
Air India,Banglore,Delhi,1,11918,1,3,2022,17,0,12,15,20,15
IndiGo,Kolkata,Banglore,0,5588,6,5,2022,17,15,19,50,1,35
Air Asia,Kolkata,Banglore,1,7921,6,6,2022,22,40,10,40,11,0
Jet Airways,Banglore,Delhi,0,6046,1,5,2022,8,20,11,20,3,0
